label,category,locality,postal_code,latitude,longitude,description,ville_proche
Bar Le National,Restaurant,Foncine-le-Haut,39460,46.6597085,6.0739089,"Pizzas à emporter le vendredi, samedi et dimanche soir à partir de 19h.",198
Aire Camping-Car Park,Logement,Is-sur-Tille,21120,47.51329,5.112678,,26
Zone à la dérive,Paysage,Saint-Vallier,71230,46.6435484,4.34965895,,395
Maison des Arts,Logement,Cluny,71250,46.4332116,4.6589195,"Appartement atypique dans immeuble du 14e siècle, en plein coeur de Cluny, entièrement restauré, sur deux niveaux.",329
Apéritivo,Restaurant,Dijon,21000,47.32129,5.04083,,19
Made in Kart,Activité,Joigny,89300,47.967927,3.397783,"Pratique du karting sur une piste extérieure de 1 050 m dans un parc de verdure de 4 ha. Billetterie, école de pilotage, courses et challenges.",441
Bourgogne Randonnées,Activité,Beaune,21200,47.0237907,4.8449677,Nous sommes artisans-loueurs de vélos. Nous avons le meilleur choix de vélos de location.,7
L'Improviste,Logement,Ouroux-sur-Saône,71370,46.72182,4.95305,Meublé de tourisme au cœur du village. Idéal pour le travail,368
Les Bergers Blancs,Logement,Aluze,71510,46.847913,4.6866787,3 jolies chambres style campagnard. Au calme dans un petit village de la Côte Chalonnaise.,360
La Riotte,Logement,Santenay,21590,46.913864,4.68042,,43
Volailles d'antan,Activité,Amancey,25330,47.0384839,6.07097799,,125
Brasserie Larché - Bières de Bourgogne,Activité,Sens,89100,48.2035861,3.2674845,,464
Le Saint-Denis,Logement,Bourbon-Lancy,71140,46.62532,3.75261,"Appartement,  à 5 minutes à pied du plan d'eau, de la voie verte et des commerces et 20km du Pal.",313
Parc animalier du Hérisson,Logement,Menétrux-en-Joux,39130,46.6199213,5.823287,,189
Le Café-Comptoir Huttopia La Plage Blanche,Restaurant,Ounans,39380,47.002906,5.664944,"LE CAFÉ-COMPTOIR POUR DES VACANCES GOURMANDES
Le Camping Huttopia La Plage Blanche vous propose une restauration simple et de qualité ainsi qu’une sél",207
"Donzybulles, savons artisanaux",Activité,Donzy,58220,47.3706601,3.1284083,,238
Camping Municipal de Saint-Seine-l'Abbaye,Logement,Saint-Seine-l'Abbaye,21440,47.4398089,4.793424,,21
Ile de la sauvageonne,Paysage,Pesmes,70140,47.2775985,5.56878089,,291
GAEC Anagallis,Activité,Lyoffans,70200,47.65219,6.57415,"Horticulture : annuelles, bisannuelles et chrysanthèmes. .",298
L'appart' des Thermes,Logement,Lons-le-Saunier,39000,46.6714013,5.5593142,"Appartement lumineux à 2 minutes des thermes, 5 minutes du centre ville. Parking gratuit.",204
Hippodrome de Vitteaux,Activité,Vitteaux,21350,47.4006838,4.5107507,,72
La Maison de Concoeur,Logement,Nuits-Saint-Georges,21700,47.137985,4.9503199,,44
89G2039,Logement,Vézannes,89700,47.87505,3.875849,,424
La Croix Montjoie - Vins de Vézelay,Activité,Tharoiseau,89450,47.4598538,3.8046885,Le Domaine La Croix Montjoie exploite 15 ha de vignes sur un très beau coteau du village de Tharoiseau.,419
Côté Rhum,Restaurant,Chalon-sur-Saône,71100,46.7798613,4.85952959,"Petit Frère des Tontons, bar à bières. Ouvert en octobre 2018. Venez déguster notre sélection de rhum arrangé et rhum du Monde mais aussi bières et vi",318
La P'tite Maison,Logement,Venarey-les-Laumes,21150,47.5394927,4.4780794,,70
L'Annexe du Haut-Doubs,Logement,Les Hôpitaux-Vieux,25370,46.8014075,6.3746737,"Situation exceptionnelle pour cette superbe ferme comtoise, totalement rénovée, au cœur d'un hameau à 1000m d'altitude.",131
Ferme equestre de la forge,Activité,Étueffont,90170,47.7307646,6.9170939,Promenades à dos d'ânes et randonnées avec des ânes bâtés,499
Au Havre de Paix - 3 personnes,Logement,Paray-le-Monial,71600,46.46649,4.12747,"A quelques minutes du centre ville,  ""Au Havre de paix "" propose deux logements de plain pied, neuf, tout équipé avec terrasse et parking privé.",370
La Piboule,Logement,Briaucourt,70800,47.8265745,6.2540789,"Dans un village, charmante dépendance de maison de maître, de plain pied, entièrement rénovée au cœur d’un parc, avec piscine et vélos à disposition.",301
Brasserie Hoptimalt,Activité,Clairvaux-les-Lacs,39130,46.571584,5.745807,"la Brasserie Hoptimalt  vous fait découvrir l'alchimie du brassage avec des brassins publics tous les samedis de mi-juil à sept.
+ Dégust. gratuite",189
Musée des Beaux-Arts de Louhans,Activité,Louhans,71500,46.6301906,5.2245869,"Jean Cocteau, Marie Laurencin, Léonard Fujita ou encore Armand Point ont trouvé leur place au sein du nouveau parcours permanent.",353
Chez Paulette,Restaurant,Bourbon-Lancy,71140,46.6230555,3.7599401,"Chez Paulette
Bistroter - Buvoter- S'amuser",313
Les Cascades de l'Heria,Logement,Villards-d'Héria,39260,46.422524,5.741415,,206
La Chèvrerie de Sophie,Activité,Varenne-Saint-Germain,71600,46.4371253,4.02292899,"Production de fromages fermiers pur chèvre, au lait cru entier. De frais à affinés, sous plusieurs formes. Vente exclusivement à la ferme.",396
Gîte des Liserons,Logement,Pont-de-Poitte,39130,46.58393,5.69521,,189
Pizzeria - La Romagnola,Restaurant,Doubs,25300,46.9285336,6.3510515,"Ambiance chaleureuse et conviviale, dans un cadre mélangeant à la fois rustique et moderne.",102
Maison chaleureuse grande et fonctionnelle,Logement,Roye,70200,47.67179,6.53913,,298
Gîte des lacs,Logement,Meussia,39260,46.4992,5.72268,,206
Camu Christophe,Activité,Chablis,89800,47.8136007,3.7958564,,424
Boussard,Activité,Nitry,89310,47.6744282,3.8782693,"Domaine familial, Isabelle et Olivier vous reçoivent dans un ancien corps de ferme rénové. L'accueil est chaleureux, les dégustations conviviales.",442
Wild Suzon,Logement,Val-Suzon,21121,47.40794,4.89441,"service d'hébergement de vacances, location insolite en yourte et tipi",69
Saint-Pierre 2/4 personnes,Logement,Longvic,21600,47.2837586,5.05677969,,33
Espace Nautique du Grand Chalon,Activité,Chalon-sur-Saône,71100,46.7850544,4.86669285,"A quelques pas du centre ville de Chalon-sur-Saône, plusieurs bassins, piscine couverte et en plein air l'été. Nombreuses activités sur place.",318
Église Saint-Romain,Site culturel,Saint-Romain-sous-Gourdon,71230,46.6220716,4.40310337,"L'église entièrement romane, construite probablement en plusieurs phases entre le XIe (la nef) et la fin du XIIe siècle.",395
Le Pré Oudot,Logement,Fournets-Luisans,25390,47.0856244,6.55798807,Maison d'hôtes de charme dans une ferme comtoise traditionnelle du 17ème siècle au cœur de la nature.,139
A la Bergerie,Logement,Vault-de-Lugny,89200,47.5049791,3.8399075,"Chambre sur le jardin. Spacieuse, en rez-de-chaussée, d’accès direct et indépendant, avec une salle de bain privée attenante (douche et toilettes).",419
Médiathèque de Moulins-Engilbert,Site culturel,Moulins-Engilbert,58290,46.9879884,3.8093332,"Médiathèque municipale ouverte à tous, nombreux documents disponibles, espace jeunesse, espace adulte, et salle de travail et de lecture à disposition",249
Parc du Bois de la Folie,Activité,Treigny-Perreuse-Sainte-Colombe,89520,47.571816,3.12843718,"Entre le frisbee et le golf, le Disc Golf se joue avec des disques, légèrement plus petits et plus lourds que les frisbees.",473
Les Ruchers de Pesmes,Activité,Pesmes,70140,47.2965565,5.5629629,,291
École de Ski Français Lamoura,Activité,Lamoura,39310,46.4124902,5.9969015,"Ski alpin, surf, télémark, ski de fond, biathlon, raquettes, handi-ski.
Du 1er décembre au 15 avril.
Jardin d'enfant à partir de 3 ans.",217
Gina,Restaurant,Dijon,21000,47.3235551,5.0391617,,19
Domaine du Bicheron,Activité,Péronne,71260,46.440036,4.789872,"Situé dans le sud de la Bourgogne , sur les charmantes communes de Péronne, Azé, Saint-Maurice  de Satonnay et de Viré le vignoble ;",310
La P'tite Fabrique - Chez Simone,Logement,Montceau-les-Mines,71300,46.66866,4.35718,Idéal couple. Ce logement paisible offre un séjour détente et pourra accueillir un couple avec ou sans enfant. Gîte confortable de 40 m².,362
L'Entracte,Restaurant,Sens,89100,48.1765453,3.28785129,"Situé à côté du cinéma de Sens, L'Entracte propose une cuisine à base de produits frais dans une ambiance décontractée et colorée et en terrasse l'été",446
La Brasserie Atypique,Activité,Lure,70200,47.68656,6.50044,,284
Le Lieu des Loups,Activité,Blondefontaine,70500,47.87496,5.86917,"Amandine LOUBERE confectionne des paniers et différents articles en osier. 
Elle propose également des stages et ateliers.",283
Meublé - Gîte Sous le Tilleul,Logement,Landresse,25530,47.2543289,6.48855268,GITE SOUS LE TILLEUL,149
Jouard Vincent et François,Activité,Chassagne-Montrachet,21190,46.9366187,4.7283684,,317
Le Clairval - Appartement en résidence - R532SEL00,Logement,Les Rousses,39220,46.4889206,6.06431569,,218
Chez l'ancien chanoine,Logement,Chalon-sur-Saône,71100,46.78203,4.85989,,318
Les cèdres,Logement,Saint-Pierre-le-Moûtier,58240,46.79136,3.11265,,261
Fitness pour Tous,Activité,Landresse,25530,47.25696,6.46902,Les modules sont proche de l'école.,149
Pizz'a Fab,Restaurant,Saint-Honoré-les-Bains,58360,46.9068653,3.83442066,"Pizzas réalisées avec des produits de qualité, locaux si possible, pâte faite maison dans l'objectif de contenter tous les clients. Accueil au top !",249
Jeu d'exploration : Le pardon des seigneurs,Activité,Martailly-lès-Brancion,71700,46.53102,4.80066,Venez relever le défi et résoudre l'énigme du pardon des seigneurs au coeur du site médiéval de Brancion.,414
Chez mes Soeurs,Restaurant,Dijon,21000,47.32275,5.04057,"Venez découvrir nos recettes faites maison et inspirées de la cuisine du monde, ainsi que nos pâtisseries plus gourmandes les unes que les autres.",19
Location de matériel de ski - Les 4 vents - Skimium,Activité,Métabief,25370,46.7745683,6.35390102,,131
Camping Municipal de la Vrille,Logement,Saint-Amand-en-Puisaye,58310,47.5365709,3.08089589,Joli camping municipal en plein cœur d'un village potier.,255
BRASSERIE NIMBUS,Activité,Dung,25550,47.5070764,6.75429305,"Large gamme de bières brassées par Hélène MAS, à la brasserie artisanale Nimbus à Dung.",161
Au fil de l'eau,Logement,Bazolles,58110,47.14192,3.61568,Maryline et Eric vous recevront chaleureusement dans une maison indépendante comprenant 3 chambres.,234
Chapelle Sainte-Avoye,Site culturel,La Clayette,71800,46.2912521,4.3096351,"La chapelle, désaffectée, est aujourd'hui un lieu culturel qui accueille expositions, spectacles et concert.",328
La Cure,Logement,La Chapelle-au-Mans,71130,46.6252,3.972018,,349
Les Piles Gîte Sportif et Touristique,Logement,Les Rousses,39220,46.45842,6.06823,Cette ancienne auberge entièrement rénovée sera parfaite pour un séjour entre amis ou en famille.,218
Parcours de Santé,Activité,Fougerolles-Saint-Valbert,70220,47.8645058,6.40413415,"Parcours de santé de 1,5 km  qui jouxte le parc animalier de Fougerolles - St-Valbert
Ombragé - Possibilité de pique-niquer au départ du parcours.",276
Château de Collonges-lès-Bévy,Activité,Collonges-lès-Bévy,21220,47.16862,4.85258,Château de Collonges-lès-Bévy : plongez dans l'histoire d'une demeure typiquement bourguignonne au coeur des Hautes-Côtes,44
Centre d'Interprétation Archéologique,Activité,Chassey-le-Camp,71150,46.8863241,4.6970924,Présentation de cinquante objets archéologiques authentiques expliquant la présence néolithique sur le site de Chassey-le-Camp.,377
Habitat Jeunes Les Oiseaux (FJT),Logement,Besançon,25000,47.255873,6.033633,"La résidence Habitat Jeunes « Les Oiseaux » est un centre d'hébergement pour les jeunes de 16 à 30 ans (étudiants, stagiaires ou travailleurs).",81
Gîte n°G1506,Logement,Le Deschaux,39120,46.9639872,5.5009122,,195
Bienvenue chez Julien,Logement,Chalon-sur-Saône,71100,46.78166,4.84527,,318
Le Cru Colbert,Logement,Beaune,21200,47.0259404,4.84617124,,7
Abbaye de Cîteaux,Site culturel,Saint-Nicolas-lès-Cîteaux,21700,47.128926,5.093021,,42
La Pastoria,Restaurant,Les Rousses,39220,46.48583,6.0604,"Venez passer un agréable moment en dégustant pizzas, burgers, salades, ravioles, menu du jour. Sur place ou à emporter. Jolie terrasse plein centre.",218
Belvédère de Vandoncourt,Paysage,Vandoncourt,25230,47.4610803,6.91211875,,100
Le Meix Fringuet,Logement,Gevrey-Chambertin,21220,47.2355034,4.9762108,,24
Hôtel-Restaurant Chez Barbara,Logement,Censeau,39250,46.8179858,6.0557421,"Nous accueillons également les groupes et organisons des séminaires, réceptions et divers évènements privés. Cuisine traditionnelle et authentique.",112
"Meublé ""Fragny Burgundy""",Logement,Autun,71400,46.907504,4.340186,Idéalement située entre la route des vins des grands crus de Bourgogne et le Parc régional naturel du Morvan.,309
Le Saint-Pierre,Restaurant,Besançon,25000,47.2434948,6.0220675,"Le bonheur dans l’Assiette ! 
Menu du marché midi et soir (vin café compris).",81
Chez Rose - Steakhouse,Restaurant,Nevers,58000,46.9879926,3.15383352,"Amateurs et amatrices de bonnes viandes, si vous poussez la porte de Chez Rose.",251
La Tascalyne,Restaurant,Audincourt,25400,47.4848211,6.83900919,"Restaurant pizzéria-grill, cuisine française et italienne. Cuisson des pizzas au feu de bois. Menu du jour et menus groupes sur
place ou à emporter.",76
Maison des Cascades,Activité,Menétrux-en-Joux,39130,46.6138076,5.84916829,"Située en bas des Cascades, elle complète de manière ludique et originale la visite du site.",189
Hôtel-restaurant Le Coq Hardi,Restaurant,Pouilly-sur-Loire,58150,47.276808,2.966823,"Dominique et Françoise, propriétaires du Coq Hardi, vous accueillent dans un cadre paisible, au bord de la Loire et au cœur du vignoble de Pouilly.",253
Logement pèlerin de Arbourse,Logement,Arbourse,58350,47.2490898,3.2311492,Ce gîte ouvert par la municipalité dans l'ancien préau de l'école peut accueillir 4 personnes. Il est géré par une association.,254
Le Théâtre - Scènes du Jura,Activité,Dole,39100,47.0916257,5.4891346,"Diffusion de spectacles: théâtre, musique, danse, chanson, opéra... De septembre à juin. Programme disponible au théâtre.",196
Logis des Gouverneurs,Logement,Semur-en-Auxois,21140,47.4911924,4.3331043,,61
Chez Marguerite,Logement,Lods,25930,47.04369,6.24486,"Logement composé d'une chambre avec lit double, un salon avec un canapé convertible double, une cuisine équipée.",171
Savonnerie Artisanale Badiane,Activité,Clomot,21230,47.194709,4.491748,Venez découvrir cet art ancestral de la saponification à froid et notre exposition de créations aux senteurs et couleurs naturelles.,4
4 Saisons au lac Chalain,Logement,Marigny,39130,46.682493,5.797878,,189
Forey Père et Fils,Activité,Vosne-Romanée,21700,47.1612825,4.9545211,,44
Église Saint-Thibault,Site culturel,Saint-Thibault,21350,47.3725895,4.471871,,72
Nicole Céramique,Activité,La Rosière,70310,47.9039793,6.61960488,,288
La Grangeotte,Logement,Sainte-Colombe-en-Auxois,21350,47.427353,4.45657,,72
Le pigeonnier des cyclo courgettes,Logement,Fleurey,25190,47.30351,6.78112,,126
Ferme Auberge La Bonardière,Restaurant,Bouhans,71330,46.7828534,5.2937551,"Elevage traditionnel et Vente Directe  de Volailles de Bresse AOP +  Ferme Auberge : Terrine de Volaille,  Poulet de Bresse rôti ou crème, gratin.",383
LA CHARMILLE 58,Logement,Entrains-sur-Nohain,58410,47.482982,3.285098,,473
Fruitière des Suchaux,Activité,Les Fins,25500,47.0695444,6.61981697,"La fruitière des Suchaux produit et affine Comté, Morbier, raclette. 
Vous y trouverez également des produits régionaux tels que vins, miels...",108
Benoit-Jeannin sport,Activité,Lajoux,39310,46.3750806,5.97284904,,203
Locations saisonnières - Bersot Immobilier,Logement,Métabief,25370,46.7730355,6.34786592,Vous souhaitez venir passer une semaine de vacances à Métabief ?? Pensez à réserver auprès de professionnels locaux.,131
L'Imaginarium - Etape oenodivertissante,Activité,Nuits-Saint-Georges,21700,47.1300574,4.9675929,,44
Location de VTT à assistance électrique - À la découverte du vignoble Chablisien avec Marc Colin,Activité,Chablis,89800,47.825875,3.821225,"Location de vélos électriques pour individuels ou en groupe :
- à partir d’une demi-journée,
- avec un accompagnateur,
- avec découverte des vins.",424
Boulangerie du Craquelin,Restaurant,Arnay-le-Duc,21230,47.1312979,4.48712696,,4
Restaurant le Champ Radis,Restaurant,Marigny-sur-Yonne,58800,47.2918632,3.65860199,"Toujours différentes suggestions sur l'ardoise, assiettes à partager ou menu avec des produits frais et locaux. Merci de réserver avant votre venue.",234
Vinitour Centre-Loire,Activité,La Charité-sur-Loire,58400,47.2353097,3.0685306,,230
Pierre de Couhard,Site culturel,Autun,71400,46.9436612,4.31389713,Monument funéraire au sommet d'une nécropole gallo-romaine. La Pierre de Couhard fut construite au 1er siècle.,309
Gîte de la Combe Farbet,Logement,Darcey,21150,47.551743,4.567621,,70
Maisons Vaudésir,Logement,Chablis,89800,47.81482,3.80325,Maisons Vaudésir est un gîte confortable et récemment rénové au bord de la rivière pour 4 personnes.,424
La Cathédrale Saint-Jean,Site culturel,Besançon,25000,47.2336372,6.0305339,"Découvrez la magnifique cathédrale Saint-Jean à Besançon, au pied de la Citadelle Vauban. Visite libre et/ou guidée",81
Chapelle Saint-Roch,Site culturel,Paray-le-Monial,71600,46.4478815,4.11289925,"Petite chapelle du XVIIe siècle, elle fut déplacée et reconstruite au XIXe siècle.",370
La Terrasse d'Isa,Logement,Dole,39100,47.0982293,5.502242,"Meublé de tourisme 2 étoiles. vous disposez d'un studio de 23 m2 composé d'une cuisine/salon totalement équipé, d'une chambre et une salle d'eau et WC",196
La Guinguette du Lac,Restaurant,Saint-Point,71520,46.3370709,4.61115348,,410
La Merlette,Logement,Santenay,21590,46.9132745,4.68131779,"gîte à Santenay village réputé pour ses vins et son nouveau centre thermal, proximité des chemins de randonnées, piscine, casino, voie verte, cures",43
"Parlons Vins, Cave à manger",Restaurant,La Chapelle-de-Guinchay,71570,46.213781,4.77538095,La Cave à Manger vous proposera le midi du lundi au samedi une courte carte en toute simplicité.,393
L'Escargot,Logement,Corgoloin,21700,47.086136,4.908869,,28
Vignoble de Tannay,Paysage,Tannay,58190,47.3703274,3.5936075,,233
Chez la P'tite Mary,Restaurant,Saint-Hippolyte,25190,47.3176817,6.81132892,"Savourez des fondues aux saveurs inattendues, mais aussi des plus classiques (au comté), et d'autres spécialités surprenantes.",126
Goumois Evasion,Logement,Goumois,25470,47.2529025,6.9447112,Petits chalets en pleine nature au bord du Doubs près du village typique franco-suisse de Goumois. Ce centre est situé sur un site de canoé kayak.,98
Peche sur le doubs franco-suisse,Activité,Goumois,25470,47.2612329,6.94859504,,98
Les Escargots des Essarts,Activité,Essert,90850,47.6444527,6.8027024,Élevage et transformation d escargots gros gris,498
Les amis de l'orgue de saint martin,Activité,Montbéliard,25200,47.486545,6.840941,,76
Musée du Ski et de la Tradition Rousselande,Activité,Les Rousses,39220,46.4934186,6.06618739,"Les Rousses, berceau du ski français. Roger Tinguely vous fera découvrir avec passion ses innombrables trésors, Hauts-Jurassiens pour la plupart.",218
Les lamas,Activité,La Pesse,39370,46.3094232,5.84759794,,221
Eglise romane Saint-Martin,Site culturel,Saint-Martin-de-Lixy,71740,46.20357,4.2443799,"Cette petite église du XIIème siècle, entourée de son cimetière ancien, possède un charme incomparable avec son clocher-peigne.",326
Motel Restaurant Le Charollais,Restaurant,Vitry-en-Charollais,71600,46.4654318,4.07853203,"Le Motel*** - Restaurant-Pizzeria ""Le Charollais"" vous ouvre ses portes tout au long de l'année en Bourgogne du sud, au cœur de la région du Charolais",416
Au P'tit Luron,Activité,Lure,70200,47.68176,6.49859,,284
GAEC du Pontot,Activité,Gevrey-Chambertin,21220,47.2287597,5.01191183,,46
Le Gîte des 3 Hiboux,Logement,Mondon,25680,47.4412955,6.31183861,"Le gîte, rénové avec goût, est une ancienne ferme du XIXème siècle situé dans le petit village de Mondon. Capacité de 6 personnes et 3 épis.",157
Swingolf,Activité,Chapelle-des-Bois,25240,46.5972709,6.11426174,"Découvrez le Swingolf, variante du golf sur terrain rustique !",183
D'Allaines François,Activité,Demigny,71150,46.9326617,4.836482,,337
Les Douceurs de Noémie,Restaurant,Vesoul,70000,47.622028,6.158145,"Les Douceurs de Noémie propose de nombreux types de pains et de viennoiseries, de pâtisseries et de chocolats, ainsi qu'un large choix de sandwich.",305
La Bocquillonne,Logement,Purgerot,70160,47.74924,5.99558,"C'est avec plaisir que nous vous présentons la Bocquillonne, une charmante demeure du XVIIIe siècle nichée dans un petit village adossé à la colline.",293
La Ferme de Chauvetière,Activité,Fléty,58170,46.779237,3.914393,"Œufs et volailles plein air, viande bovine limousine, veau rosé et agneaux.",245
Chalet des Gros Cailloux,Logement,Les Fessey,70310,47.80529,6.50874,"Location saisonnière pour 6-8 personnes à Les Fessey, dans les 1000 Etangs. Au bord d'un étang de 1 hectare, nous vous accueillons pour votre -séjour.",288
La Source,Logement,Châtenay,71800,46.287408,4.384561,,328
Camping Les Ceriselles,Logement,Vincelles,89290,47.7051203,3.6336815,"Véritable écrin de verdure situé au bord du Canal du Nivernais, au cœur du vignoble. Restaurant, piscine chauffée, location de vélos, canoës, paddles.",458
Librairie L'Amour qui Bouquine,Activité,Alise-Sainte-Reine,21150,47.537022,4.489299,,70
Entre Hier et Aujourd'hui,Activité,Les Aynans,70200,47.6188278,6.4535536,Création de céramique artisanale et cours de céramique,286
Le Bacchus,Restaurant,Mézilles,89130,47.70114,3.17174,,460
Les Escargots d'Amandine,Activité,La Chapelle-Thècle,71470,46.56757,5.13247,Venez découvrir le monde des escargots dans ma ferme hélicicole à La Chapelle-Thècle lors d'une visite commentée sur mes parcs avec une dégustation.,365
Hôtel du Lion d'Or,Logement,Charolles,71120,46.4348273,4.2738331,"Situé en plein cœur de la ville, l’hôtel du Lion d’Or vous accueille dans un cadre alliant l’authenticité à la modernité.",322
Tabosa,Restaurant,Tavaux,39500,47.0431724,5.41804139,,225
Eglise Saint Léger,Site culturel,Fresne-Saint-Mamès,70130,47.545574,5.862455,,281
Le Malacca,Restaurant,Audincourt,25400,47.4817061,6.8443698,Le Malacca est un voyage au cœur des saveurs du monde. La carte est soigneusement élaborée part nos cuisiniers diplômés.,76
Laines Plassard,Site culturel,Varennes-sous-Dun,71170,46.20988,4.3148067,Les laines Plassard ont su cultiver leur différence en proposant des laines de qualité exceptionnelle.,326
Gite des Roy,Logement,Fontenoy,89520,47.648884,3.30527,"Maison fraîchement  rénovée, très confortable, au cœur du village, à proximité des commerces. Terrain de 500 m2 avec jardin et parking privé. Proche d",472
"Atelier Vitrail, Marion Mazô",Activité,Lormes,58140,47.28848,3.81923,,244
Parc et jardin potager du château de Lantilly,Site culturel,Lantilly,21140,47.5433929,4.3791868,,61
Jô Burger,Restaurant,Gevrey-Chambertin,21220,47.2257438,4.9584579,,24
La Dolce Vita des Hautes Côtes n° 2,Logement,Magny-lès-Villers,21700,47.0973725,4.8767255,,28
La Forêt de l'Aventure,Activité,Morteau,25500,47.0469245,6.58715094,"Au cœur du val de Morteau, la Forêt de l'Aventure vous permet d'évoluer d'arbres en arbres en toute sécurité et à votre rythme.",139
Chalets du  camping du Domaine d'Aucroix,Logement,Baume-les-Dames,25110,47.341563,6.361828,Le complexe touristique du Domaine d'Aucroix dispose de 27 habitations légères de loisirs.,79
Ferme apicole Laurent Rivet,Activité,Vantoux-et-Longevelle,70700,47.4415567,5.83889007,"Les abeilles n'ont aucun secret pour lui, Laurent en tire des miels de grande qualité plusieurs fois primés au niveau régional.",281
Maison - Lionel Marie d'Arc Arnaud,Logement,L'Étoile,39570,46.7118484,5.52381309,,208
Aéro-club Louis Notteghem Saint-Yan,Activité,Saint-Yan,71600,46.407434,4.02627043,Association de bénévoles pour la formation et l'entraînement de pilotes amateurs. Proposition de vols de découverte et Journées du Patrimoine.,396
Le Chamois,Logement,Le Tartre,71330,46.740211,5.36272,"Joli chalet jurassien dans un agréable parc arboré et fleuri en bordure de rivière. Séjour-cuisine toute équipée, chambre avec un lit 2 places.",182
Cyno-Pizz,Restaurant,Jussey,70500,47.8288792,5.8931013,"Camion à pizzas avec produits frais et locaux. Chaque mois une pizza spéciale est proposée. Présent sur Blondefontaine, Corre et Jussey.",283
L'escargot du Lison,Activité,Éternoz,25330,47.0309886,6.2254601,"Exploitation et ferme d’élevage d’escargots. Vente d'escargots en coquilles, en fromentines, en bocaux, en tartinades. Visites de l'exploitation.",171
Eglise Saint-Pierre,Site culturel,Senozan,71260,46.396428,4.867522,"L’église Saint-Pierre de Senozan, construite au début du XVIIIe siècle, sur les fondations de l’église romane, fut consacrée en 1729 et décorée.",402
Bistrot du Chalet des Tuffes,Restaurant,Les Rousses,39220,46.4295702,6.0728163,"Pour les groupes de 10 jusqu'à 45, menu sur mesure à partir de 26 €, sur réservation uniquement. Ouvert du 01/05 au 31/10 et du 02/01 au 31/03",217
Chalet la Baumette,Logement,Lajoux,39310,46.376324,5.980397,Cet ancien chalet d'estive a été entièrement rénové tout en conservant son caractère d'autrefois.,203
Cave de Bissey,Activité,Bissey-sous-Cruchaud,71390,46.7308566,4.6864155,Boutique ouverte toute l'année. Vente de Produits de Terroir. Marché Gourmand avec des producteurs locaux. Fête du Vin Doux (octobre).,316
Les 3 Roses,Logement,Villeneuve-sur-Yonne,89500,48.07935,3.260499,"Dans un hameau sur les hauteurs de Villeneuve-sur-Yonne, la maison d'hôtes ''Les Trois Roses''vous accueille pour un séjour au calme, où détente, natu",484
Gîtes des Jacques,Logement,Romanèche-Thorins,71570,46.181476,4.742545,,375
Gite Le Clos Fougeret,Logement,Évette-Salbert,90350,47.675632,6.796687,,500
Ebenisterie Laurent Vuillemin,Activité,Grand'Combe-Châteleu,25570,47.0233738,6.57022654,"Cette entreprise artisanale, héritière d'un savoir-faire associe l'authenticité du bois à d'autres matériaux pour créer un mobilier unique.",115
Agence de Tourisme de Nolay - Location de vélos,Activité,Nolay,21340,46.9521317,4.6344347,"Découvrez la voie des vignes et ses panoramas à 360°, ses jolis bourgs et son vignoble.",43
Les Chaumes,Logement,Châteauneuf-Val-de-Bargis,58350,47.2975174,3.21584093,,238
"Cadet'Chou, le carnet d'énigmes",Site culturel,Auxerre,89000,47.796001,3.569901,,418
Le Prieuré du Preux,Logement,Sépeaux-Saint Romain,89116,47.927578,3.251824,,423
Gîte de Fontenaille,Logement,Champagny-sous-Uxelles,71460,46.5727069,4.734537,Gîte  au calme,382
"Tailleur de pierre, Fabien Mougenot",Activité,Gilly-lès-Cîteaux,21640,47.175952,4.9742489,,44
Restaurant Pédagogique,Restaurant,Frasne-le-Château,70700,47.4611163,5.8996582,,281
Domitys l'Art du Temps,Logement,Besançon,25000,47.2512189,6.01302829,9 meublés à votre disposition pour vos séjours touristiques ou d'affaires du T1 au T3 !,81
Edda Caron-James,Activité,Navour-sur-Grosne,71520,46.3684299,4.5676059,,410
Brasserie du Centre,Restaurant,Champagnole,39300,46.7441849,5.9095349,"Brasserie (diverses viandes, frites...). Ouvert uniquement le midi.",184
Château Saint Claude,Logement,Mantoche,70100,47.4225443,5.53106879,"Dans un cadre particulièrement calme, le château Saint Claude vous accueille dans ses chambres d'hôtes et gites à Mantoche.",268
La Cuverie du Château,Logement,Corcelles-les-Arts,21190,46.9527819,4.7973871,La Cuverie du Château est meublée avec des pièces historiques provenant de châteaux et maison de maître.,38
Villa Gabrielle,Logement,Luxeuil-les-Bains,70300,47.817905,6.377651,,285
Gîte de la Bergerie,Logement,La Grande-Verrière,71990,46.9649577,4.11610039,"Ce gîte spacieux, à la décoration ""vintage"" très soignée, où il fait bon s’y reposer.",343
Bart,Activité,Marsannay-la-Côte,21160,47.267716,4.9866512,,36
Pêche en rivières et au lac de la Faïencerie,Activité,Rioz,70190,47.4266577,6.07428482,"Paradis des pêcheurs avec ses nombreux cours d'eau 
Actualités : Pêche interdite au lac de la faïencerie en raison de travaux dès octobe 2024.",296
Restaurant Les Varennes,Restaurant,Pin,70150,47.316814,5.862323,,148
Trouillet,Activité,Solutré-Pouilly,71960,46.2920259,4.7456599,,373
Festival À pas contés,Paysage,Dijon,21000,47.3206874,5.03402801,,19
Théâtre : Pour aller où,Paysage,Digoin,71160,46.48251,3.98518,,338
